id,warehouse_block,mode_of_shipment,cost_of_product,prior_purchases,product_importance,gender,discount_offered,weight_gms,customer_care_calls,customer_rating,reached_on_time,weight_bucket,high_value,discount_tier,warehouse_enc,shipment_enc,importance_enc,gender_enc
9914,F,Ship,277,5,low,F,7,1260,7,2,1,Light,1,Low,4,2,0,0
9915,A,Ship,259,4,low,F,10,2000,6,2,1,Light,1,Low,0,2,0,0
9916,B,Ship,275,5,low,F,2,1816,5,3,0,Light,1,Low,1,2,0,0
9917,C,Ship,298,4,low,M,2,1648,6,2,0,Light,1,Low,2,2,0,1
9918,F,Ship,243,5,medium,M,2,1817,5,5,0,Light,0,Low,4,2,1,1
9919,D,Ship,280,4,low,F,3,1819,6,5,1,Light,1,Low,3,2,0,0
9920,F,Ship,277,4,medium,M,6,1623,6,3,1,Light,1,Low,4,2,1,1
9921,A,Ship,284,4,low,F,7,1518,6,4,1,Light,1,Low,0,2,0,0
9922,B,Ship,258,5,low,M,8,1306,4,1,0,Light,1,Low,1,2,0,1
9923,C,Ship,254,4,low,F,5,1865,7,1,1,Light,1,Low,2,2,0,0
9924,F,Ship,263,5,medium,M,8,1548,5,4,0,Light,1,Low,4,2,1,1
9925,D,Ship,267,4,low,M,10,1580,6,2,0,Light,1,Low,3,2,0,1
9926,F,Ship,247,4,medium,M,7,1626,6,3,1,Light,0,Low,4,2,1,1
9927,A,Ship,233,5,medium,F,6,1631,5,1,1,Light,0,Low,0,2,1,0
9928,B,Ship,254,4,medium,F,9,1788,7,2,0,Light,1,Low,1,2,1,0
9929,C,Ship,289,5,medium,M,7,1223,6,1,0,Light,1,Low,2,2,1,1
9930,F,Ship,282,4,medium,M,6,1674,6,2,0,Light,1,Low,4,2,1,1
9931,D,Ship,243,6,medium,M,10,1729,5,3,1,Light,0,Low,3,2,1,1
9932,F,Ship,243,5,medium,M,8,1223,5,3,1,Light,0,Low,4,2,1,1
9933,A,Ship,228,5,low,F,3,1473,4,2,1,Light,0,Low,0,2,0,0
9934,B,Ship,235,5,low,M,4,1758,5,5,0,Light,0,Low,1,2,0,1
9935,C,Ship,274,6,low,M,10,1355,4,4,1,Light,1,Low,2,2,0,1
9936,F,Ship,254,5,medium,F,10,1435,6,4,0,Light,1,Low,4,2,1,0
9937,D,Ship,251,6,low,F,1,1625,4,5,0,Light,1,Low,3,2,0,0
9938,F,Ship,310,4,medium,F,8,1601,7,1,1,Light,1,Low,4,2,1,0
9939,A,Ship,288,4,medium,M,3,1989,7,3,0,Light,1,Low,0,2,1,1
9940,B,Ship,218,5,medium,F,9,1024,4,3,0,Light,0,Low,1,2,1,0
9941,C,Ship,251,5,medium,F,10,1683,5,5,0,Light,1,Low,2,2,1,0
9942,F,Ship,263,5,medium,F,6,1192,5,3,0,Light,1,Low,4,2,1,0
9943,D,Ship,266,6,low,F,2,1776,4,4,1,Light,1,Low,3,2,0,0
9944,F,Ship,307,4,low,F,9,1674,6,2,0,Light,1,Low,4,2,0,0
9945,A,Ship,268,4,medium,F,9,1754,7,5,1,Light,1,Low,0,2,1,0
9946,B,Ship,157,5,low,F,10,1133,6,5,0,Light,0,Low,1,2,0,0
9947,C,Ship,262,4,low,F,1,1384,7,3,1,Light,1,Low,2,2,0,0
9948,F,Ship,245,5,medium,M,10,1668,4,2,1,Light,0,Low,4,2,1,1
9949,D,Ship,217,6,medium,M,5,1616,5,5,0,Light,0,Low,3,2,1,1
9950,F,Ship,259,4,high,F,7,1208,6,3,0,Light,1,Low,4,2,2,0
9951,A,Ship,238,5,low,F,4,1962,5,2,0,Light,0,Low,0,2,0,0
9952,B,Ship,288,4,medium,F,9,1575,6,4,0,Light,1,Low,1,2,1,0
9953,C,Ship,284,4,low,M,3,1751,7,4,1,Light,1,Low,2,2,0,1
9954,F,Ship,243,5,medium,M,2,1842,4,4,0,Light,0,Low,4,2,1,1
9955,D,Ship,260,4,low,F,8,1522,6,2,0,Light,1,Low,3,2,0,0
9956,F,Ship,264,5,low,F,2,1541,4,3,0,Light,1,Low,4,2,0,0
9957,A,Ship,269,5,medium,F,10,1113,5,2,1,Light,1,Low,0,2,1,0
9958,B,Ship,282,4,low,M,6,1800,7,4,0,Light,1,Low,1,2,0,1
9959,C,Ship,250,6,low,M,1,1296,5,2,1,Light,0,Low,2,2,0,1
9960,F,Ship,230,5,low,F,8,1067,5,5,0,Light,0,Low,4,2,0,0
9961,D,Ship,254,4,high,F,10,1217,6,5,0,Light,1,Low,3,2,2,0
9962,F,Ship,256,5,low,M,2,1723,5,4,1,Light,1,Low,4,2,0,1
9963,A,Ship,255,5,low,F,7,1378,4,2,0,Light,1,Low,0,2,0,0
9964,B,Ship,306,4,low,M,2,1790,7,3,1,Light,1,Low,1,2,0,1
9965,C,Ship,189,2,low,F,2,1837,6,2,0,Light,0,Low,2,2,0,0
9966,F,Ship,280,4,low,M,2,1753,6,3,0,Light,1,Low,4,2,0,1
9967,D,Ship,310,4,medium,F,10,1553,6,5,0,Light,1,Low,3,2,1,0
9968,F,Ship,266,2,medium,M,1,5494,5,4,0,Heavy,1,Low,4,2,1,1
9969,A,Ship,196,3,low,M,4,5622,3,3,0,Heavy,0,Low,0,2,0,1
9970,B,Ship,198,5,medium,F,6,5443,3,2,0,Heavy,0,Low,1,2,1,0
9971,C,Ship,163,2,high,M,6,5253,5,5,1,Heavy,0,Low,2,2,2,1
9972,F,Ship,137,3,low,F,8,4742,3,3,0,Heavy,0,Low,4,2,0,0
9973,D,Ship,167,2,low,F,8,4171,3,1,1,Heavy,0,Low,3,2,0,0
9974,F,Ship,115,2,low,M,10,4200,3,5,0,Heavy,0,Low,4,2,0,1
9975,A,Road,192,2,low,M,5,4046,5,2,0,Heavy,0,Low,0,1,0,1
9976,B,Road,238,5,medium,M,9,4618,4,2,0,Heavy,0,Low,1,1,1,1
9977,C,Road,142,3,low,M,2,4790,4,2,1,Heavy,0,Low,2,1,0,1
9978,F,Road,256,2,low,F,7,5725,3,2,1,Heavy,1,Low,4,1,0,0
9979,D,Road,208,3,medium,F,7,4592,4,1,0,Heavy,0,Low,3,1,1,0
9980,F,Road,257,2,medium,M,8,4242,3,2,1,Heavy,1,Low,4,1,1,1
9981,A,Road,227,3,medium,M,8,5829,4,3,1,Heavy,0,Low,0,1,1,1
9982,B,Road,219,4,low,M,8,5660,4,2,0,Heavy,0,Low,1,1,0,1
9983,C,Road,202,2,low,F,9,5645,5,3,1,Heavy,0,Low,2,1,0,0
9984,F,Road,158,3,medium,F,9,4078,4,2,1,Heavy,0,Low,4,1,1,0
9985,D,Road,235,3,low,F,7,4829,6,3,1,Heavy,0,Low,3,1,0,0
9986,F,Road,233,3,low,M,9,4300,4,4,1,Heavy,0,Low,4,1,0,1
9987,A,Road,244,3,medium,M,3,5857,4,5,1,Heavy,0,Low,0,1,1,1
9988,B,Road,244,5,medium,F,10,4163,3,5,0,Heavy,0,Low,1,1,1,0
9989,C,Road,148,3,low,M,4,5919,3,5,0,Heavy,0,Low,2,1,0,1
9990,F,Road,171,2,high,M,8,4602,5,5,0,Heavy,0,Low,4,1,2,1
9991,D,Road,197,5,low,F,4,4196,5,2,1,Heavy,0,Low,3,1,0,0
9992,F,Road,256,3,low,F,5,5643,3,1,0,Heavy,1,Low,4,1,0,0
9993,A,Road,223,2,medium,M,7,5007,6,3,0,Heavy,0,Low,0,1,1,1
9994,B,Road,271,4,low,F,4,4066,5,2,0,Heavy,1,Low,1,1,0,0
9995,C,Road,135,4,medium,F,8,5001,2,1,1,Heavy,0,Low,2,1,1,0
9996,F,Road,272,2,low,M,7,4145,6,4,0,Heavy,1,Low,4,1,0,1
9997,D,Flight,265,3,medium,F,10,4244,3,1,0,Heavy,1,Low,3,0,1,0
9998,F,Flight,180,2,high,M,5,4585,5,5,1,Heavy,0,Low,4,0,2,1
9999,A,Flight,187,3,low,M,2,5967,5,3,0,Heavy,0,Low,0,0,0,1
10000,B,Flight,158,3,low,M,1,5502,3,3,0,Heavy,0,Low,1,0,0,1
10001,C,Flight,234,2,medium,F,4,5164,4,1,0,Heavy,0,Low,2,0,1,0
10002,F,Flight,224,5,medium,M,10,5602,6,4,0,Heavy,0,Low,4,0,1,1
10003,D,Flight,153,3,medium,M,3,4422,4,4,1,Heavy,0,Low,3,0,1,1
10004,F,Flight,125,2,low,F,2,4182,3,5,1,Heavy,0,Low,4,0,0,0
10005,A,Flight,204,3,medium,M,3,4310,4,1,0,Heavy,0,Low,0,0,1,1
10006,B,Flight,199,3,high,M,3,5127,3,1,0,Heavy,0,Low,1,0,2,1
10007,C,Flight,216,3,low,F,3,5149,3,4,0,Heavy,0,Low,2,0,0,0
10008,F,Flight,183,3,low,F,6,5712,4,3,1,Heavy,0,Low,4,0,0,0
10009,D,Flight,136,3,medium,F,4,5769,4,3,1,Heavy,0,Low,3,0,1,0
10010,F,Flight,269,3,low,F,3,4409,4,1,1,Heavy,1,Low,4,0,0,0
10011,A,Flight,105,4,low,M,6,5135,5,5,1,Heavy,0,Low,0,0,0,1
10012,B,Flight,253,2,low,F,4,4502,4,2,1,Heavy,1,Low,1,0,0,0
10013,C,Flight,263,3,medium,M,4,4616,3,1,0,Heavy,1,Low,2,0,1,1
10014,F,Flight,266,3,low,M,10,4382,4,1,0,Heavy,1,Low,4,0,0,1
10015,D,Flight,185,2,low,M,4,4746,3,3,0,Heavy,0,Low,3,0,0,1
10016,F,Flight,245,2,medium,F,1,4427,3,4,0,Heavy,0,Low,4,0,1,0
10017,A,Flight,184,3,medium,F,9,4969,3,5,0,Heavy,0,Low,0,0,1,0
10018,B,Flight,235,3,medium,F,8,4636,5,4,0,Heavy,0,Low,1,0,1,0
10019,C,Ship,247,3,medium,M,8,5194,3,2,0,Heavy,0,Low,2,2,1,1
10020,F,Ship,145,2,medium,M,9,5070,4,4,0,Heavy,0,Low,4,2,1,1
10021,D,Ship,158,2,low,F,4,5960,3,3,0,Heavy,0,Low,3,2,0,0
10022,F,Ship,268,2,low,M,2,4721,4,5,1,Heavy,1,Low,4,2,0,1
10023,A,Ship,186,3,medium,F,4,5515,3,1,1,Heavy,0,Low,0,2,1,0
10024,B,Ship,226,3,medium,M,8,5106,2,3,1,Heavy,0,Low,1,2,1,1
10025,C,Ship,258,3,medium,M,7,4466,5,1,1,Heavy,1,Low,2,2,1,1
10026,F,Ship,189,3,high,M,2,5464,3,4,0,Heavy,0,Low,4,2,2,1
10027,D,Ship,255,4,medium,F,4,4178,5,3,1,Heavy,1,Low,3,2,1,0
10028,F,Ship,207,4,low,F,1,5035,5,5,0,Heavy,0,Low,4,2,0,0
10029,A,Ship,271,3,low,M,2,5229,3,5,1,Heavy,1,Low,0,2,0,1
10030,B,Ship,239,4,medium,F,10,5455,3,4,1,Heavy,0,Low,1,2,1,0
10031,C,Ship,186,3,low,F,8,4969,4,4,1,Heavy,0,Low,2,2,0,0
10032,F,Ship,139,3,medium,F,7,4275,4,1,0,Heavy,0,Low,4,2,1,0
10033,D,Ship,224,6,medium,M,10,4221,3,3,0,Heavy,0,Low,3,2,1,1
10034,F,Ship,198,2,high,M,2,5662,4,2,0,Heavy,0,Low,4,2,2,1
10035,A,Ship,102,3,high,F,9,5644,4,4,1,Heavy,0,Low,0,2,2,0
10036,B,Ship,219,3,high,M,5,4321,3,3,0,Heavy,0,Low,1,2,2,1
10037,C,Ship,240,5,medium,M,8,4314,4,5,0,Heavy,0,Low,2,2,1,1
10038,F,Ship,222,2,medium,M,1,4021,3,2,1,Heavy,0,Low,4,2,1,1
10039,D,Ship,221,2,medium,F,3,4500,2,2,1,Heavy,0,Low,3,2,1,0
10040,F,Ship,229,2,medium,F,1,5294,5,3,1,Heavy,0,Low,4,2,1,0
10041,A,Ship,146,3,low,F,5,4725,5,2,0,Heavy,0,Low,0,2,0,0
10042,B,Ship,165,2,low,M,1,5661,3,3,0,Heavy,0,Low,1,2,0,1
10043,C,Ship,200,3,low,F,7,5807,4,4,1,Heavy,0,Low,2,2,0,0
10044,F,Ship,232,2,low,M,5,4907,4,2,0,Heavy,0,Low,4,2,0,1
10045,D,Ship,240,2,low,F,2,5655,5,5,0,Heavy,0,Low,3,2,0,0
10046,F,Ship,240,4,medium,M,7,4552,5,4,1,Heavy,0,Low,4,2,1,1
10047,A,Ship,187,3,medium,F,7,5334,3,2,0,Heavy,0,Low,0,2,1,0
10048,B,Ship,239,3,low,F,7,4960,5,4,0,Heavy,0,Low,1,2,0,0
10049,C,Ship,171,4,medium,F,6,5398,3,1,0,Heavy,0,Low,2,2,1,0
10050,F,Ship,239,4,medium,M,8,4039,4,2,0,Heavy,0,Low,4,2,1,1
10051,D,Ship,166,5,low,M,8,4493,4,2,0,Heavy,0,Low,3,2,0,1
10052,F,Ship,113,2,medium,F,7,5234,6,1,1,Heavy,0,Low,4,2,1,0
10053,A,Ship,104,5,low,F,6,4617,4,3,1,Heavy,0,Low,0,2,0,0
10054,B,Ship,270,3,medium,F,10,5417,3,4,0,Heavy,1,Low,1,2,1,0
10055,C,Ship,145,2,medium,M,8,4485,5,1,1,Heavy,0,Low,2,2,1,1
10056,F,Ship,171,3,medium,M,5,4075,3,5,1,Heavy,0,Low,4,2,1,1
10057,D,Ship,160,3,low,F,9,5799,4,5,1,Heavy,0,Low,3,2,0,0
10058,F,Ship,210,2,medium,F,1,5437,4,2,1,Heavy,0,Low,4,2,1,0
10059,A,Ship,256,4,medium,F,3,5324,4,1,0,Heavy,1,Low,0,2,1,0
10060,B,Ship,155,3,low,F,10,5315,4,5,1,Heavy,0,Low,1,2,0,0
10061,C,Ship,126,5,medium,F,2,5659,5,1,1,Heavy,0,Low,2,2,1,0
10062,F,Ship,189,3,low,M,1,4886,3,1,0,Heavy,0,Low,4,2,0,1
10063,D,Ship,206,3,high,M,2,5013,4,1,1,Heavy,0,Low,3,2,2,1
10064,F,Ship,242,2,medium,M,2,5879,4,3,0,Heavy,0,Low,4,2,1,1
10065,A,Ship,258,2,low,F,4,5262,3,1,0,Heavy,1,Low,0,2,0,0
10066,B,Ship,196,4,low,F,10,4871,4,4,1,Heavy,0,Low,1,2,0,0
10067,C,Ship,209,3,low,M,1,5186,3,3,0,Heavy,0,Low,2,2,0,1
10068,F,Ship,259,2,low,M,6,4308,4,4,1,Heavy,1,Low,4,2,0,1
10069,D,Ship,140,2,medium,F,8,4965,2,1,0,Heavy,0,Low,3,2,1,0
10070,F,Ship,141,2,medium,F,10,4651,5,3,0,Heavy,0,Low,4,2,1,0
10071,A,Ship,160,2,medium,M,5,4435,3,1,1,Heavy,0,Low,0,2,1,1
10072,B,Ship,208,4,medium,F,8,4116,5,4,0,Heavy,0,Low,1,2,1,0
10073,C,Ship,198,3,low,F,3,5322,3,4,0,Heavy,0,Low,2,2,0,0
10074,F,Ship,264,3,low,M,6,5959,4,4,1,Heavy,1,Low,4,2,0,1
10075,D,Ship,136,4,low,M,10,5911,4,3,0,Heavy,0,Low,3,2,0,1
10076,F,Ship,221,4,low,F,2,5595,4,4,1,Heavy,0,Low,4,2,0,0
10077,A,Ship,242,3,low,F,10,4889,5,3,1,Heavy,0,Low,0,2,0,0
10078,B,Ship,162,3,low,M,7,5614,4,2,0,Heavy,0,Low,1,2,0,1
10079,C,Ship,258,3,low,F,3,5422,4,5,1,Heavy,1,Low,2,2,0,0
10080,F,Ship,172,3,medium,F,3,4056,5,3,0,Heavy,0,Low,4,2,1,0
10081,D,Ship,222,4,medium,M,6,4733,4,4,0,Heavy,0,Low,3,2,1,1
10082,F,Ship,215,2,low,F,7,4305,3,2,0,Heavy,0,Low,4,2,0,0
10083,A,Ship,164,2,low,M,1,4067,3,4,1,Heavy,0,Low,0,2,0,1
10084,B,Ship,233,3,low,F,6,5560,5,1,0,Heavy,0,Low,1,2,0,0
10085,C,Ship,249,3,medium,F,1,5743,4,4,0,Heavy,0,Low,2,2,1,0
10086,F,Ship,217,3,low,F,3,5380,4,5,1,Heavy,0,Low,4,2,0,0
10087,D,Ship,260,3,low,M,1,4796,4,3,0,Heavy,1,Low,3,2,0,1
10088,F,Ship,219,2,medium,M,6,5314,4,1,0,Heavy,0,Low,4,2,1,1
10089,A,Ship,267,4,medium,M,2,4024,4,1,0,Heavy,1,Low,0,2,1,1
10090,B,Ship,137,4,low,F,9,4754,5,3,0,Heavy,0,Low,1,2,0,0
10091,C,Ship,141,2,low,M,1,4395,4,5,1,Heavy,0,Low,2,2,0,1
10092,F,Ship,201,2,medium,M,6,5729,4,2,0,Heavy,0,Low,4,2,1,1
10093,D,Ship,125,4,medium,M,3,5595,5,1,0,Heavy,0,Low,3,2,1,1
10094,F,Ship,173,2,medium,F,1,5927,3,1,1,Heavy,0,Low,4,2,1,0
10095,A,Ship,271,2,medium,F,6,4020,3,5,1,Heavy,1,Low,0,2,1,0
10096,B,Ship,243,3,low,M,9,5263,4,5,0,Heavy,0,Low,1,2,0,1
10097,C,Ship,151,3,low,F,9,4895,5,1,0,Heavy,0,Low,2,2,0,0
10098,F,Ship,224,4,medium,F,2,4503,4,4,1,Heavy,0,Low,4,2,1,0
10099,D,Ship,141,3,low,M,7,4682,3,2,0,Heavy,0,Low,3,2,0,1
10100,F,Ship,133,3,medium,M,10,5803,3,2,0,Heavy,0,Low,4,2,1,1
10101,A,Ship,239,3,low,M,4,5628,3,2,1,Heavy,0,Low,0,2,0,1
10102,B,Ship,203,2,low,M,8,5597,4,3,0,Heavy,0,Low,1,2,0,1
10103,C,Ship,220,3,low,F,9,5896,4,2,0,Heavy,0,Low,2,2,0,0
10104,F,Ship,212,2,low,M,8,5513,4,3,0,Heavy,0,Low,4,2,0,1
10105,D,Ship,252,4,medium,M,4,4787,2,4,0,Heavy,1,Low,3,2,1,1
10106,F,Ship,265,3,low,M,3,5637,5,5,0,Heavy,1,Low,4,2,0,1
10107,A,Ship,199,3,low,M,7,5342,4,2,0,Heavy,0,Low,0,2,0,1
10108,B,Ship,209,3,high,F,4,5413,3,5,0,Heavy,0,Low,1,2,2,0
10109,C,Ship,254,3,low,F,7,4363,4,5,0,Heavy,1,Low,2,2,0,0
10110,F,Ship,216,3,high,M,9,4032,2,3,1,Heavy,0,Low,4,2,2,1
10111,D,Ship,196,2,medium,M,2,5515,5,4,0,Heavy,0,Low,3,2,1,1
10112,F,Road,258,3,high,M,2,5420,4,4,0,Heavy,1,Low,4,1,2,1
10113,A,Road,137,3,high,M,7,5794,3,3,1,Heavy,0,Low,0,1,2,1
10114,B,Road,282,4,low,M,10,4901,6,5,0,Heavy,1,Low,1,1,0,1
10115,C,Road,156,2,medium,M,10,4276,3,2,0,Heavy,0,Low,2,1,1,1
10116,F,Road,237,5,medium,M,4,4917,4,5,0,Heavy,0,Low,4,1,1,1
10117,D,Road,170,3,medium,M,3,4695,4,5,1,Heavy,0,Low,3,1,1,1
10118,F,Road,243,3,high,F,9,4277,4,1,0,Heavy,0,Low,4,1,2,0
10119,A,Road,163,3,medium,F,2,4887,4,5,0,Heavy,0,Low,0,1,1,0
10120,B,Road,257,3,low,F,4,4883,3,4,0,Heavy,1,Low,1,1,0,0
10121,C,Road,179,6,medium,M,1,5433,5,4,0,Heavy,0,Low,2,1,1,1
10122,F,Road,274,4,medium,F,7,4828,3,3,0,Heavy,1,Low,4,1,1,0
10123,D,Road,174,2,low,F,4,4295,3,4,1,Heavy,0,Low,3,1,0,0
10124,F,Road,162,6,low,F,4,4094,4,2,0,Heavy,0,Low,4,1,0,0
10125,A,Road,269,6,medium,M,4,4423,6,2,0,Heavy,1,Low,0,1,1,1
10126,B,Road,147,2,low,M,8,4600,4,1,1,Heavy,0,Low,1,1,0,1
10127,C,Road,286,4,medium,F,5,4262,6,4,0,Heavy,1,Low,2,1,1,0
10128,F,Road,271,3,low,F,6,5471,2,5,1,Heavy,1,Low,4,1,0,0
10129,D,Road,130,4,high,M,4,4371,5,2,0,Heavy,0,Low,3,1,2,1
10130,F,Road,258,2,medium,F,2,4303,4,5,1,Heavy,1,Low,4,1,1,0
10131,A,Road,151,3,medium,F,1,4981,5,1,0,Heavy,0,Low,0,1,1,0
10132,B,Road,208,8,medium,F,4,5155,5,4,1,Heavy,0,Low,1,1,1,0
10133,C,Road,137,10,low,F,5,4510,6,2,0,Heavy,0,Low,2,1,0,0
10134,F,Flight,250,3,medium,F,8,5509,3,1,0,Heavy,0,Low,4,0,1,0
10135,D,Flight,211,2,low,F,4,4106,4,5,1,Heavy,0,Low,3,0,0,0
10136,F,Flight,196,3,medium,F,9,5216,4,1,1,Heavy,0,Low,4,0,1,0
10137,A,Flight,174,3,low,F,3,5366,3,4,1,Heavy,0,Low,0,0,0,0
10138,B,Flight,277,4,medium,F,5,1845,6,5,1,Light,1,Low,1,0,1,0
10139,C,Flight,284,4,low,F,7,1181,6,2,1,Light,1,Low,2,0,0,0
10140,F,Flight,258,5,low,M,3,1162,4,5,0,Light,1,Low,4,0,0,1
10141,D,Flight,254,4,low,M,9,1876,7,1,0,Light,1,Low,3,0,0,1
10142,F,Flight,263,5,medium,M,10,1789,5,5,1,Light,1,Low,4,0,1,1
10143,A,Flight,267,4,low,M,3,1550,6,5,0,Light,1,Low,0,0,0,1
10144,B,Flight,247,4,medium,M,2,1858,6,4,1,Light,0,Low,1,0,1,1
10145,C,Flight,233,5,medium,M,4,1622,5,1,0,Light,0,Low,2,0,1,1
10146,F,Flight,254,4,medium,F,6,1014,7,5,0,Light,1,Low,4,0,1,0
10147,D,Flight,289,5,medium,F,1,1949,6,3,1,Light,1,Low,3,0,1,0
10148,F,Flight,282,4,medium,F,9,1385,6,2,0,Light,1,Low,4,0,1,0
10149,A,Flight,243,6,medium,F,10,1189,5,3,1,Light,0,Low,0,0,1,0
10150,B,Flight,243,5,medium,M,8,1732,5,1,0,Light,0,Low,1,0,1,1
10151,C,Flight,228,5,low,M,2,1996,4,5,0,Light,0,Low,2,0,0,1
10152,F,Flight,235,5,low,F,8,1549,5,4,0,Light,0,Low,4,0,0,0
10153,D,Flight,274,6,low,M,8,1141,4,1,1,Light,1,Low,3,0,0,1
10154,F,Flight,254,5,medium,F,7,1615,6,3,1,Light,1,Low,4,0,1,0
10155,A,Flight,237,5,medium,F,6,4586,4,4,0,Heavy,0,Low,0,0,1,0
10156,B,Ship,170,3,medium,M,4,4062,4,4,0,Heavy,0,Low,1,2,1,1
10157,C,Ship,243,3,high,F,4,5082,4,4,1,Heavy,0,Low,2,2,2,0
10158,F,Ship,163,3,medium,M,1,4049,4,5,1,Heavy,0,Low,4,2,1,1
10159,D,Ship,257,3,low,M,5,4937,3,3,1,Heavy,1,Low,3,2,0,1
10160,F,Ship,179,6,medium,M,1,4930,5,3,1,Heavy,0,Low,4,2,1,1
10161,A,Ship,274,4,medium,M,4,4057,3,1,0,Heavy,1,Low,0,2,1,1
10162,B,Ship,174,2,low,M,7,4596,3,4,0,Heavy,0,Low,1,2,0,1
10163,C,Ship,162,6,low,M,1,5525,4,1,1,Heavy,0,Low,2,2,0,1
10164,F,Ship,269,6,medium,F,2,5363,6,1,0,Heavy,1,Low,4,2,1,0
10165,D,Ship,147,2,low,M,2,5431,4,3,0,Heavy,0,Low,3,2,0,1
10166,F,Ship,286,4,medium,F,4,4889,6,5,0,Heavy,1,Low,4,2,1,0
10167,A,Ship,271,3,low,M,9,4185,2,5,0,Heavy,1,Low,0,2,0,1
10168,B,Ship,130,4,high,F,9,4946,5,1,1,Heavy,0,Low,1,2,2,0
10169,C,Ship,258,2,medium,F,5,4562,4,4,0,Heavy,1,Low,2,2,1,0
10170,F,Ship,151,3,medium,M,2,5506,5,5,0,Heavy,0,Low,4,2,1,1
10171,D,Ship,208,8,medium,M,5,4751,5,2,0,Heavy,0,Low,3,2,1,1
10172,F,Ship,137,10,low,F,4,4490,6,2,0,Heavy,0,Low,4,2,0,0
10173,A,Ship,250,3,medium,M,6,4636,3,2,0,Heavy,0,Low,0,2,1,1
10174,B,Ship,211,2,low,F,6,5473,4,3,1,Heavy,0,Low,1,2,0,0
10175,C,Ship,196,3,medium,F,2,4320,4,4,1,Heavy,0,Low,2,2,1,0
10176,F,Ship,174,3,low,F,3,5207,3,2,1,Heavy,0,Low,4,2,0,0
10177,D,Ship,277,4,medium,F,6,1433,6,3,0,Light,1,Low,3,2,1,0
10178,F,Ship,284,4,low,F,3,1291,6,3,0,Light,1,Low,4,2,0,0
10179,A,Ship,258,5,low,M,9,1947,4,4,1,Light,1,Low,0,2,0,1
10180,B,Ship,254,4,low,M,6,1006,7,2,0,Light,1,Low,1,2,0,1
10181,C,Ship,263,5,medium,M,2,1417,5,5,0,Light,1,Low,2,2,1,1
10182,F,Ship,267,4,low,M,9,1146,6,1,1,Light,1,Low,4,2,0,1
10183,D,Ship,247,4,medium,M,3,1118,6,2,0,Light,0,Low,3,2,1,1
10184,F,Ship,233,5,medium,F,3,1398,5,3,0,Light,0,Low,4,2,1,0
10185,A,Ship,254,4,medium,F,1,1347,7,5,0,Light,1,Low,0,2,1,0
10186,B,Ship,289,5,medium,F,10,1607,6,2,1,Light,1,Low,1,2,1,0
10187,C,Ship,282,4,medium,F,8,1375,6,3,0,Light,1,Low,2,2,1,0
10188,F,Ship,243,6,medium,M,7,1752,5,2,0,Light,0,Low,4,2,1,1
10189,D,Ship,243,5,medium,F,4,1813,5,4,0,Light,0,Low,3,2,1,0
10190,F,Ship,228,5,low,F,6,1874,4,1,0,Light,0,Low,4,2,0,0
10191,A,Ship,235,5,low,M,8,1332,5,5,1,Light,0,Low,0,2,0,1
10192,B,Ship,306,4,low,F,4,1630,7,3,0,Light,1,Low,1,2,0,0
10193,C,Ship,189,2,low,F,6,1269,6,1,0,Light,0,Low,2,2,0,0
10194,F,Ship,280,4,low,M,4,1831,6,4,1,Light,1,Low,4,2,0,1
10195,D,Ship,310,4,medium,M,1,1494,6,4,1,Light,1,Low,3,2,1,1
10196,F,Ship,264,6,medium,F,10,1962,4,3,1,Light,1,Low,4,2,1,0
10197,A,Ship,243,6,low,M,9,1348,5,5,0,Light,0,Low,0,2,0,1
10198,B,Ship,245,5,low,M,5,1252,5,5,0,Light,0,Low,1,2,0,1
10199,C,Ship,239,6,low,M,1,1384,5,5,0,Light,0,Low,2,2,0,1
10200,F,Ship,248,5,low,F,7,1789,4,3,1,Light,0,Low,4,2,0,0
10201,D,Ship,268,4,low,F,1,1654,6,1,1,Light,1,Low,3,2,0,0
10202,F,Ship,271,4,low,F,6,1503,6,4,0,Light,1,Low,4,2,0,0
10203,A,Ship,233,5,low,F,8,1040,4,5,1,Light,0,Low,0,2,0,0
10204,B,Ship,245,5,low,M,9,1694,5,1,1,Light,0,Low,1,2,0,1
10205,C,Ship,248,5,medium,F,1,1845,5,2,1,Light,0,Low,2,2,1,0
10206,F,Ship,234,5,medium,M,6,1703,5,2,0,Light,0,Low,4,2,1,1
10207,D,Ship,259,5,medium,F,2,1054,4,2,0,Light,1,Low,3,2,1,0
10208,F,Ship,259,6,low,F,2,1876,5,1,0,Light,1,Low,4,2,0,0
10209,A,Ship,263,6,low,M,2,1851,5,2,0,Light,1,Low,0,2,0,1
10210,B,Ship,158,5,low,M,4,1171,3,1,1,Light,0,Low,1,2,0,1
10211,C,Ship,270,5,low,M,5,1852,5,5,1,Light,1,Low,2,2,0,1
10212,F,Ship,271,5,low,M,6,1555,4,3,1,Light,1,Low,4,2,0,1
10213,D,Ship,237,5,medium,F,9,1709,5,5,0,Light,0,Low,3,2,1,0
10214,F,Ship,250,4,medium,M,5,1747,6,1,0,Light,0,Low,4,2,1,1
10215,A,Ship,270,5,low,F,10,1340,4,2,0,Light,1,Low,0,2,0,0
10216,B,Ship,242,6,low,F,9,1858,4,5,0,Light,0,Low,1,2,0,0
10217,C,Ship,271,5,low,F,4,1557,5,1,1,Light,1,Low,2,2,0,0
